Sample,total_reads,mapped_reads,percentage_aligned,10_x_pc,median_coverage,mean_coverage,median_insert_size,P25_Ins_size,avg_gc,Uncapped_Reads,Sub_Map_Pct_Aligned,Pct_Q30,sequenced_pool_component_id,search_id,coverage_gte_10_reads,fraction_acgt_bases,num_inserts_in_consensus,num_deletions_in_consensus,consensus_seq_name,assembly_method,timestamp,se_or_pe,seq_run,consensus_s3,trimmed_bam_s3,variants_s3,trimmed_bam_read_count,pi_metric,n_metric,bam_name,bjorn_coverage,bjorn_avg_depth,bjorn_min_coverage,bjorn_max_coverage,bjorn_num_w_zero_coverage,sample_collection_datetime,viral_load,collection_date,location
07_01_24_PLJUN23_R2__E0000000__X00__240712_1_SG_WW__001,1715429.0,1715429.0,100.0,93.65949904691836,2202.0,8190.4013,150.0,144.0,43.77265534511167,43076244.0,3.982,99.96,07_01_24_PLJUN23_R2__E0000000__X00__240712_1_SG_WW__001,07_01_24_PLJUN23_R2,0.8861655773420479,0.8861655773420479,2.0,35.0,Consensus_07_01_24_PLJUN23_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-07-15_00-21-42,pe,240712_1_SG_WW,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_PLJUN23_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_PLJUN23_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_PLJUN23_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_PLJUN23_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_PLJUN23_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_PLJUN23_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.variants.tsv,1693888.0,0.00227356,75.0,,,,,,,,,2024-06-23,Point Loma
06_24_24_SBJUN23_R2__E0000000__X00__240627_2_SG_WW__001,2778518.0,2778518.0,100.0,98.03364210948736,5723.0,13497.0064,214.0,149.0,42.58876552954479,47127148.0,5.896,99.982,06_24_24_SBJUN23_R2__E0000000__X00__240627_2_SG_WW__001,06_24_24_SBJUN23_R2,0.970213779956427,0.970213779956427,3.0,36.0,Consensus_06_24_24_SBJUN23_R2__E0000000__X00__240627_2_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-07-02_17-57-03,pe,240627_2_SG_WW,s3://ucsd-all/240627_2_SG_WW/240627_2_SG_WW_results/2024-07-02_17-57-03_pe/240627_2_SG_WW_samples/06_24_24_SBJUN23_R2__E0000000__X00__240627_2_SG_WW__001/06_24_24_SBJUN23_R2__E0000000__X00__240627_2_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240627_2_SG_WW/240627_2_SG_WW_results/2024-07-02_17-57-03_pe/240627_2_SG_WW_samples/06_24_24_SBJUN23_R2__E0000000__X00__240627_2_SG_WW__001/06_24_24_SBJUN23_R2__E0000000__X00__240627_2_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/240627_2_SG_WW/240627_2_SG_WW_results/2024-07-02_17-57-03_pe/240627_2_SG_WW_samples/06_24_24_SBJUN23_R2__E0000000__X00__240627_2_SG_WW__001/06_24_24_SBJUN23_R2__E0000000__X00__240627_2_SG_WW__001.trimmed.sorted.pileup.variants.tsv,2758433.0,0.00215073,85.0,,,,,,,,,2024-06-23,South Bay
07_01_24_PLJUN24_R1__E0000000__X00__240712_1_SG_WW__001,2764714.0,2764714.0,100.0,97.28789753536437,5584.0,13234.3307,193.0,146.0,42.406598006778566,62673184.0,4.411,99.953,07_01_24_PLJUN24_R1__E0000000__X00__240712_1_SG_WW__001,07_01_24_PLJUN24_R1,0.951863829787234,0.9518297872340424,3.0,37.0,Consensus_07_01_24_PLJUN24_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-07-15_00-21-42,pe,240712_1_SG_WW,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_PLJUN24_R1__E0000000__X00__240712_1_SG_WW__001/07_01_24_PLJUN24_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_PLJUN24_R1__E0000000__X00__240712_1_SG_WW__001/07_01_24_PLJUN24_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_PLJUN24_R1__E0000000__X00__240712_1_SG_WW__001/07_01_24_PLJUN24_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.variants.tsv,2728532.0,0.00219637,83.0,,,,,,,,,2024-06-24,Point Loma
07_01_24_PLJUN24_R1__E0000000__X00__240712_1_SG_WW__001,2764714.0,2764714.0,100.0,97.28789753536437,5584.0,13234.3307,193.0,146.0,42.406598006778566,62673184.0,4.411,99.953,07_01_24_PLJUN24_R1__E0000000__X00__240712_1_SG_WW__001,07_01_24_PLJUN24_R1,0.951863829787234,0.9518297872340424,3.0,37.0,Consensus_07_01_24_PLJUN24_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-07-15_00-21-42,pe,240712_1_SG_WW,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_PLJUN24_R1__E0000000__X00__240712_1_SG_WW__001/07_01_24_PLJUN24_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_PLJUN24_R1__E0000000__X00__240712_1_SG_WW__001/07_01_24_PLJUN24_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_PLJUN24_R1__E0000000__X00__240712_1_SG_WW__001/07_01_24_PLJUN24_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.variants.tsv,2728532.0,0.00219637,83.0,07_01_24_PLJUN24_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.bam,95.0933,9733.14,0.0,150535.0,683.0,,,2024-06-24,Point Loma
07_01_24_PLJUN25_R2__E0000000__X00__240712_1_SG_WW__001,4151600.0,4151600.0,100.0,98.20084941310236,9896.0,19976.5824,214.0,149.0,42.236038630859184,57511712.0,7.219,99.949,07_01_24_PLJUN25_R2__E0000000__X00__240712_1_SG_WW__001,07_01_24_PLJUN25_R2,0.978044795425148,0.978044795425148,17.0,48.0,Consensus_07_01_24_PLJUN25_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-07-15_00-21-42,pe,240712_1_SG_WW,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_PLJUN25_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_PLJUN25_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_PLJUN25_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_PLJUN25_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_PLJUN25_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_PLJUN25_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.variants.tsv,4110887.0,0.00235294,114.0,,,,,,,,,2024-06-25,Point Loma
07_01_24_SBJUN25_R1__E0000000__X00__240712_1_SG_WW__001,3679276.0,3679276.0,100.0,98.4215630538742,9154.0,17689.9622,218.0,149.0,42.61158285126501,82589162.0,4.455,99.964,07_01_24_SBJUN25_R1__E0000000__X00__240712_1_SG_WW__001,07_01_24_SBJUN25_R1,0.9759675936957484,0.97593355346019,17.0,49.0,Consensus_07_01_24_SBJUN25_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-07-15_00-21-42,pe,240712_1_SG_WW,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_SBJUN25_R1__E0000000__X00__240712_1_SG_WW__001/07_01_24_SBJUN25_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_SBJUN25_R1__E0000000__X00__240712_1_SG_WW__001/07_01_24_SBJUN25_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_SBJUN25_R1__E0000000__X00__240712_1_SG_WW__001/07_01_24_SBJUN25_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.variants.tsv,3631195.0,0.00211253,85.0,,,,,,,,,2024-06-25,South Bay
07_01_24_PLJUN25_R2__E0000000__X00__240712_1_SG_WW__001,4151600.0,4151600.0,100.0,98.20084941310236,9896.0,19976.5824,214.0,149.0,42.236038630859184,57511712.0,7.219,99.949,07_01_24_PLJUN25_R2__E0000000__X00__240712_1_SG_WW__001,07_01_24_PLJUN25_R2,0.978044795425148,0.978044795425148,17.0,48.0,Consensus_07_01_24_PLJUN25_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-07-15_00-21-42,pe,240712_1_SG_WW,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_PLJUN25_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_PLJUN25_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_PLJUN25_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_PLJUN25_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_PLJUN25_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_PLJUN25_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.variants.tsv,4110887.0,0.00235294,114.0,07_01_24_PLJUN25_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.bam,97.6844,15061.6,0.0,197149.0,615.0,,,2024-06-25,Point Loma
07_01_24_SBJUN25_R1__E0000000__X00__240712_1_SG_WW__001,3679276.0,3679276.0,100.0,98.4215630538742,9154.0,17689.9622,218.0,149.0,42.61158285126501,82589162.0,4.455,99.964,07_01_24_SBJUN25_R1__E0000000__X00__240712_1_SG_WW__001,07_01_24_SBJUN25_R1,0.9759675936957484,0.97593355346019,17.0,49.0,Consensus_07_01_24_SBJUN25_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-07-15_00-21-42,pe,240712_1_SG_WW,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_SBJUN25_R1__E0000000__X00__240712_1_SG_WW__001/07_01_24_SBJUN25_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_SBJUN25_R1__E0000000__X00__240712_1_SG_WW__001/07_01_24_SBJUN25_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_SBJUN25_R1__E0000000__X00__240712_1_SG_WW__001/07_01_24_SBJUN25_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.variants.tsv,3631195.0,0.00211253,85.0,07_01_24_SBJUN25_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.bam,97.494,13345.5,0.0,270122.0,375.0,,,2024-06-25,South Bay
07_01_24_ENCJUN26_R2__E0000000__X00__240712_1_SG_WW__001,1229528.0,1229528.0,100.0,93.41537638364044,1663.0,5899.3152,150.0,147.0,43.434458369875806,29117198.0,4.223,99.971,07_01_24_ENCJUN26_R2__E0000000__X00__240712_1_SG_WW__001,07_01_24_ENCJUN26_R2,0.8865400326797386,0.8865400326797386,2.0,35.0,Consensus_07_01_24_ENCJUN26_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-07-15_00-21-42,pe,240712_1_SG_WW,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_ENCJUN26_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_ENCJUN26_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_ENCJUN26_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_ENCJUN26_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_ENCJUN26_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_ENCJUN26_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.variants.tsv,1212799.0,0.00223091,90.0,,,,,,,,,2024-06-26,Encina
07_01_24_PLJUN26_R1__E0000000__X00__240712_1_SG_WW__001,3656812.0,3656812.0,100.0,98.26773233454836,7396.0,17572.5357,202.0,146.0,42.90340234071308,54726720.0,6.682,99.948,07_01_24_PLJUN26_R1__E0000000__X00__240712_1_SG_WW__001,07_01_24_PLJUN26_R1,0.9678649237472768,0.9678649237472768,3.0,36.0,Consensus_07_01_24_PLJUN26_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-07-15_00-21-42,pe,240712_1_SG_WW,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_PLJUN26_R1__E0000000__X00__240712_1_SG_WW__001/07_01_24_PLJUN26_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_PLJUN26_R1__E0000000__X00__240712_1_SG_WW__001/07_01_24_PLJUN26_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_PLJUN26_R1__E0000000__X00__240712_1_SG_WW__001/07_01_24_PLJUN26_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.variants.tsv,3618654.0,0.00244859,124.0,07_01_24_PLJUN26_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.bam,96.6949,13001.5,0.0,289701.0,537.0,,,2024-06-26,Point Loma
07_01_24_PLJUN26_R1__E0000000__X00__240712_1_SG_WW__001,3656812.0,3656812.0,100.0,98.26773233454836,7396.0,17572.5357,202.0,146.0,42.90340234071308,54726720.0,6.682,99.948,07_01_24_PLJUN26_R1__E0000000__X00__240712_1_SG_WW__001,07_01_24_PLJUN26_R1,0.9678649237472768,0.9678649237472768,3.0,36.0,Consensus_07_01_24_PLJUN26_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-07-15_00-21-42,pe,240712_1_SG_WW,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_PLJUN26_R1__E0000000__X00__240712_1_SG_WW__001/07_01_24_PLJUN26_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_PLJUN26_R1__E0000000__X00__240712_1_SG_WW__001/07_01_24_PLJUN26_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_PLJUN26_R1__E0000000__X00__240712_1_SG_WW__001/07_01_24_PLJUN26_R1__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.variants.tsv,3618654.0,0.00244859,124.0,,,,,,,,,2024-06-26,Point Loma
07_01_24_ENCJUN26_R2__E0000000__X00__240712_1_SG_WW__001,1229528.0,1229528.0,100.0,93.41537638364044,1663.0,5899.3152,150.0,147.0,43.434458369875806,29117198.0,4.223,99.971,07_01_24_ENCJUN26_R2__E0000000__X00__240712_1_SG_WW__001,07_01_24_ENCJUN26_R2,0.8865400326797386,0.8865400326797386,2.0,35.0,Consensus_07_01_24_ENCJUN26_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-07-15_00-21-42,pe,240712_1_SG_WW,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_ENCJUN26_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_ENCJUN26_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_ENCJUN26_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_ENCJUN26_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_ENCJUN26_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_ENCJUN26_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.variants.tsv,1212799.0,0.00223091,90.0,07_01_24_ENCJUN26_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.bam,88.5613,4334.36,0.0,79904.0,1658.0,,,2024-06-26,Encina
07_01_24_SBJUN27_R2__E0000000__X00__240712_1_SG_WW__001,2632120.0,2632120.0,100.0,97.94000601946291,7367.0,12646.6279,218.0,149.0,41.950317361871726,63191160.0,4.165,99.961,07_01_24_SBJUN27_R2__E0000000__X00__240712_1_SG_WW__001,07_01_24_SBJUN27_R2,0.9736206133632866,0.9735865754450458,17.0,47.0,Consensus_07_01_24_SBJUN27_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-07-15_00-21-42,pe,240712_1_SG_WW,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_SBJUN27_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_SBJUN27_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_SBJUN27_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_SBJUN27_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_SBJUN27_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_SBJUN27_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.variants.tsv,2602814.0,0.00201166,72.0,07_01_24_SBJUN27_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.bam,97.2355,9642.81,0.0,136186.0,532.0,,,2024-06-27,South Bay
07_01_24_SBJUN27_R2__E0000000__X00__240712_1_SG_WW__001,2632120.0,2632120.0,100.0,97.94000601946291,7367.0,12646.6279,218.0,149.0,41.950317361871726,63191160.0,4.165,99.961,07_01_24_SBJUN27_R2__E0000000__X00__240712_1_SG_WW__001,07_01_24_SBJUN27_R2,0.9736206133632866,0.9735865754450458,17.0,47.0,Consensus_07_01_24_SBJUN27_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-07-15_00-21-42,pe,240712_1_SG_WW,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_SBJUN27_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_SBJUN27_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_SBJUN27_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_SBJUN27_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_SBJUN27_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_SBJUN27_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.variants.tsv,2602814.0,0.00201166,72.0,,,,,,,,,2024-06-27,South Bay
07_01_24_ENCJUN28_R2__E0000000__X00__240712_1_SG_WW__001,3256598.0,3256598.0,100.0,97.7259806708357,6267.0,15561.1833,193.0,144.0,42.97563486395541,46231180.0,7.044,99.971,07_01_24_ENCJUN28_R2__E0000000__X00__240712_1_SG_WW__001,07_01_24_ENCJUN28_R2,0.9644644133564793,0.9644303754382382,17.0,47.0,Consensus_07_01_24_ENCJUN28_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-07-15_00-21-42,pe,240712_1_SG_WW,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_ENCJUN28_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_ENCJUN28_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_ENCJUN28_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_ENCJUN28_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_ENCJUN28_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_ENCJUN28_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.variants.tsv,3215642.0,0.00224073,97.0,07_01_24_ENCJUN28_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.bam,96.3073,11130.6,0.0,255599.0,534.0,,,2024-06-28,Encina
07_01_24_ENCJUN28_R2__E0000000__X00__240712_1_SG_WW__001,3256598.0,3256598.0,100.0,97.7259806708357,6267.0,15561.1833,193.0,144.0,42.97563486395541,46231180.0,7.044,99.971,07_01_24_ENCJUN28_R2__E0000000__X00__240712_1_SG_WW__001,07_01_24_ENCJUN28_R2,0.9644644133564793,0.9644303754382382,17.0,47.0,Consensus_07_01_24_ENCJUN28_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-07-15_00-21-42,pe,240712_1_SG_WW,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_ENCJUN28_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_ENCJUN28_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_ENCJUN28_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_ENCJUN28_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/240712_1_SG_WW/240712_1_SG_WW_results/2024-07-15_00-21-42_pe/240712_1_SG_WW_samples/07_01_24_ENCJUN28_R2__E0000000__X00__240712_1_SG_WW__001/07_01_24_ENCJUN28_R2__E0000000__X00__240712_1_SG_WW__001.trimmed.sorted.pileup.variants.tsv,3215642.0,0.00224073,97.0,,,,,,,,,2024-06-28,Encina
